[2019/06/07 20:59:35][CONFIG][initLogger]  [32mLogging initialized.[0m
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"e39263631c152462484a35af1718126cf824c54891675807bc34a4fce1570d49f7c0a2763d5f4f458b191bccd218c248d5fc4dc02dc9d3f841b7ebfc19cfabbd"}
[2019/06/07 21:12:17][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:12:17][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:12:17][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:12:17][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:12:17][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:12:17][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:12:17][INFO][process]  Building client...
[2019/06/07 21:12:17][INFO][process]  Building WebTarget...
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: year, value: []
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: director, value: []
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: genre, value: []
[2019/06/07 21:12:17][INFO][process]  Adding query parameter: title, value: [Love]
[2019/06/07 21:12:17][INFO][process]  Starting invocation builder...
[2019/06/07 21:12:17][INFO][process]  Setting payload of the request
[2019/06/07 21:12:17][INFO][process]  Sending request...
[2019/06/07 21:12:17][INFO][process]  This is a GET request
[2019/06/07 21:12:18][INFO][process]  Sent!
[2019/06/07 21:12:18][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:12:18][INFO][report]  SESSIONID: e39263631c152462484a35af1718126cf824c54891675807bc34a4fce1570d49f7c0a2763d5f4f458b191bccd218c248d5fc4dc02dc9d3f841b7ebfc19cfabbd
[2019/06/07 21:12:18][INFO][report]  TRANSACTIONID: e387e8e43e8bb9862fec4d2d79107de4e6403fc593425ed3ec121b864803693b082e20f62b2a2086f8a4e2086206698a7e52b1b2a16265c9a2ca74281425ee1e
[2019/06/07 21:12:18][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'e387e8e43e8bb9862fec4d2d79107de4e6403fc593425ed3ec121b864803693b082e20f62b2a2086f8a4e2086206698a7e52b1b2a16265c9a2ca74281425ee1e';
[2019/06/07 21:13:04][INFO][loginUserRequest]  Received request to login a user.
[2019/06/07 21:13:04][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:13:04][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:13:04][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:13:04][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:13:04][INFO][process]  Building client...
[2019/06/07 21:13:04][INFO][process]  Building WebTarget...
[2019/06/07 21:13:04][INFO][process]  Starting invocation builder...
[2019/06/07 21:13:04][INFO][process]  Setting payload of the request
[2019/06/07 21:13:04][INFO][process]  Sending request...
[2019/06/07 21:13:04][INFO][process]  This is a POST request
[2019/06/07 21:13:04][INFO][process]  Sent!
[2019/06/07 21:13:04][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:13:04][INFO][report]  SESSIONID: null
[2019/06/07 21:13:04][INFO][report]  TRANSACTIONID: b720ed2beddee5322d9508bad427852345fadd7060a0dd68dffc0ded31feb0107631fa9384188649edc0d6a27b7256088697ab5512ad59f4fd57f8b1b2d30b1b
[2019/06/07 21:13:04][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'b720ed2beddee5322d9508bad427852345fadd7060a0dd68dffc0ded31feb0107631fa9384188649edc0d6a27b7256088697ab5512ad59f4fd57f8b1b2d30b1b';
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:13:11][INFO][searchMovieRequest]  The query params are: {offset=[], year=[], director=[], limit=[], genre=[], title=[Love]}
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:13:11][INFO][searchMovieRequest]  SessionID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:13:11][INFO][searchMovieRequest]  TransactionID: ac9b4e7a55d4df34ebe8576c60cc4de1736b61d665c1d5e126161d10feb80ed0e4c2c1da6d1fb8b30bfa2a6ae37e2c7986a95c016c78695e285323e23b0aee92
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022"}
[2019/06/07 21:13:11][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:13:11][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:13:11][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:13:11][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:13:11][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:13:11][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:13:11][INFO][process]  Building client...
[2019/06/07 21:13:11][INFO][process]  Building WebTarget...
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: year, value: []
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: director, value: []
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: genre, value: []
[2019/06/07 21:13:11][INFO][process]  Adding query parameter: title, value: [Love]
[2019/06/07 21:13:11][INFO][process]  Starting invocation builder...
[2019/06/07 21:13:11][INFO][process]  Setting payload of the request
[2019/06/07 21:13:11][INFO][process]  Sending request...
[2019/06/07 21:13:11][INFO][process]  This is a GET request
[2019/06/07 21:13:11][INFO][process]  Sent!
[2019/06/07 21:13:12][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:13:12][INFO][report]  SESSIONID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:13:12][INFO][report]  TRANSACTIONID: ac9b4e7a55d4df34ebe8576c60cc4de1736b61d665c1d5e126161d10feb80ed0e4c2c1da6d1fb8b30bfa2a6ae37e2c7986a95c016c78695e285323e23b0aee92
[2019/06/07 21:13:12][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'ac9b4e7a55d4df34ebe8576c60cc4de1736b61d665c1d5e126161d10feb80ed0e4c2c1da6d1fb8b30bfa2a6ae37e2c7986a95c016c78695e285323e23b0aee92';
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:13:53][INFO][searchMovieRequest]  The query params are: {offset=[], limit=[], genre=[a]}
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:13:53][INFO][searchMovieRequest]  SessionID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:13:53][INFO][searchMovieRequest]  TransactionID: 4c66bf729ec6869a98700410dcbe27abddbe51e1153116f70f1d29396d9336da7c5d629083bcc976f64f2bb97ddfec13080087bde02e8845dfc04ba0270d00a1
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022"}
[2019/06/07 21:13:53][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:13:53][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:13:53][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:13:53][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:13:53][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:13:53][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:13:53][INFO][process]  Building client...
[2019/06/07 21:13:53][INFO][process]  Building WebTarget...
[2019/06/07 21:13:53][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:13:53][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:13:53][INFO][process]  Adding query parameter: genre, value: [a]
[2019/06/07 21:13:53][INFO][process]  Starting invocation builder...
[2019/06/07 21:13:53][INFO][process]  Setting payload of the request
[2019/06/07 21:13:53][INFO][process]  Sending request...
[2019/06/07 21:13:53][INFO][process]  This is a GET request
[2019/06/07 21:13:53][INFO][process]  Sent!
[2019/06/07 21:13:54][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:13:54][INFO][report]  SESSIONID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:13:54][INFO][report]  TRANSACTIONID: 4c66bf729ec6869a98700410dcbe27abddbe51e1153116f70f1d29396d9336da7c5d629083bcc976f64f2bb97ddfec13080087bde02e8845dfc04ba0270d00a1
[2019/06/07 21:13:54][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '4c66bf729ec6869a98700410dcbe27abddbe51e1153116f70f1d29396d9336da7c5d629083bcc976f64f2bb97ddfec13080087bde02e8845dfc04ba0270d00a1';
[2019/06/07 21:14:23][INFO][getMovieRequest]  Returns the full details of a movie, including all fields from movies, ratings, all genres the movie belongs to, and all actors in the movie.
[2019/06/07 21:14:23][INFO][getMovieRequest]  The query params are: {movieid=[tt0349853]}
[2019/06/07 21:14:23][INFO][getMovieRequest]  Value: [tt0349853]
[2019/06/07 21:14:23][INFO][getMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:14:23][INFO][getMovieRequest]  SessionID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:14:23][INFO][getMovieRequest]  TransactionID: 6046c5288bd26b3f22fc1fb1318a3e910d7519c9eb6545935278d55231b7bb2aff2f911cc01462f1fe8cd1d568e7075ff904418ed25defe5d7629079b14ae1f9
[2019/06/07 21:14:23][INFO][getMovieRequest]  Verifying session with IDM...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Building client...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Building URI...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Setting path to endpoint...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Building WebTarget...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Starting invocation builder...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Setting payload of the request
[2019/06/07 21:14:23][INFO][getMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022"}
[2019/06/07 21:14:23][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:14:23][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:14:23][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:14:23][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:14:23][INFO][getMovieRequest]  Sending request...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Sent!
[2019/06/07 21:14:23][INFO][getMovieRequest]  Reading response into model...
[2019/06/07 21:14:23][INFO][getMovieRequest]  Successfully read into model!
[2019/06/07 21:14:23][INFO][getMovieRequest]  The result code is: 130
[2019/06/07 21:14:23][INFO][getMovieRequest]  The URI is: http://0.0.0.0:5361/api/movies/get/tt0349853
[2019/06/07 21:14:23][INFO][process]  Building client...
[2019/06/07 21:14:23][INFO][process]  Building WebTarget...
[2019/06/07 21:14:23][INFO][process]  Starting invocation builder...
[2019/06/07 21:14:23][INFO][process]  Setting payload of the request
[2019/06/07 21:14:23][INFO][process]  Sending request...
[2019/06/07 21:14:23][INFO][process]  This is a GET request
[2019/06/07 21:14:23][INFO][process]  Sent!
[2019/06/07 21:14:23][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:14:23][INFO][report]  SESSIONID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:14:23][INFO][report]  TRANSACTIONID: 6046c5288bd26b3f22fc1fb1318a3e910d7519c9eb6545935278d55231b7bb2aff2f911cc01462f1fe8cd1d568e7075ff904418ed25defe5d7629079b14ae1f9
[2019/06/07 21:14:23][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '6046c5288bd26b3f22fc1fb1318a3e910d7519c9eb6545935278d55231b7bb2aff2f911cc01462f1fe8cd1d568e7075ff904418ed25defe5d7629079b14ae1f9';
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:14:31][INFO][searchMovieRequest]  The query params are: {offset=[], year=[], director=[], limit=[], genre=[], title=[A]}
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:14:31][INFO][searchMovieRequest]  SessionID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:14:31][INFO][searchMovieRequest]  TransactionID: 726d83bf7fb5a1e37bbb959e9b5e7de337c29e6c0527746851f716d31635863daf210aba37e0541d8f14f98df602a245af04e7d8f1226b95016289c7b407fcd0
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022"}
[2019/06/07 21:14:31][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:14:31][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:14:31][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:14:31][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:14:31][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:14:31][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:14:31][INFO][process]  Building client...
[2019/06/07 21:14:31][INFO][process]  Building WebTarget...
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: year, value: []
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: director, value: []
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: genre, value: []
[2019/06/07 21:14:31][INFO][process]  Adding query parameter: title, value: [A]
[2019/06/07 21:14:31][INFO][process]  Starting invocation builder...
[2019/06/07 21:14:31][INFO][process]  Setting payload of the request
[2019/06/07 21:14:31][INFO][process]  Sending request...
[2019/06/07 21:14:31][INFO][process]  This is a GET request
[2019/06/07 21:14:32][INFO][process]  Sent!
[2019/06/07 21:14:32][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:14:32][INFO][report]  SESSIONID: 037032630887929bd5842e40a3e806f4b67c78c8b87fa58e4fcd473a3f3f40cdc4e08fb9ecfd58a51c2abcd04f64a703f8da95de6f7a4a606cbd5568b5813022
[2019/06/07 21:14:32][INFO][report]  TRANSACTIONID: 726d83bf7fb5a1e37bbb959e9b5e7de337c29e6c0527746851f716d31635863daf210aba37e0541d8f14f98df602a245af04e7d8f1226b95016289c7b407fcd0
[2019/06/07 21:14:32][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '726d83bf7fb5a1e37bbb959e9b5e7de337c29e6c0527746851f716d31635863daf210aba37e0541d8f14f98df602a245af04e7d8f1226b95016289c7b407fcd0';
[2019/06/07 21:15:08][INFO][loginUserRequest]  Received request to login a user.
[2019/06/07 21:15:08][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:15:08][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:15:08][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:15:08][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:15:08][INFO][process]  Building client...
[2019/06/07 21:15:08][INFO][process]  Building WebTarget...
[2019/06/07 21:15:08][INFO][process]  Starting invocation builder...
[2019/06/07 21:15:08][INFO][process]  Setting payload of the request
[2019/06/07 21:15:08][INFO][process]  Sending request...
[2019/06/07 21:15:08][INFO][process]  This is a POST request
[2019/06/07 21:15:08][INFO][process]  Sent!
[2019/06/07 21:15:08][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:15:08][INFO][report]  SESSIONID: null
[2019/06/07 21:15:08][INFO][report]  TRANSACTIONID: 5f09e918f8b588626697004d1f22263f016de1a7c2bb28a792c26b2757aff496085373078ff5d65c914f53c86d57bb0cbc35d67be71caaad798d763eeef58038
[2019/06/07 21:15:08][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '5f09e918f8b588626697004d1f22263f016de1a7c2bb28a792c26b2757aff496085373078ff5d65c914f53c86d57bb0cbc35d67be71caaad798d763eeef58038';
[2019/06/07 21:15:12][INFO][loginUserRequest]  Received request to login a user.
[2019/06/07 21:15:12][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:15:12][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:15:12][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:15:12][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:15:12][INFO][process]  Building client...
[2019/06/07 21:15:12][INFO][process]  Building WebTarget...
[2019/06/07 21:15:12][INFO][process]  Starting invocation builder...
[2019/06/07 21:15:12][INFO][process]  Setting payload of the request
[2019/06/07 21:15:12][INFO][process]  Sending request...
[2019/06/07 21:15:12][INFO][process]  This is a POST request
[2019/06/07 21:15:12][INFO][process]  Sent!
[2019/06/07 21:15:13][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:15:13][INFO][report]  SESSIONID: null
[2019/06/07 21:15:13][INFO][report]  TRANSACTIONID: c4a24fb330cbd3ebb0c697505eaba73ea42e9acddad974ed4d4665d5a1815a58e92ed744982f1f29d440d228233fd87f841a1d7a5c140f72e8d580801817515c
[2019/06/07 21:15:13][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'c4a24fb330cbd3ebb0c697505eaba73ea42e9acddad974ed4d4665d5a1815a58e92ed744982f1f29d440d228233fd87f841a1d7a5c140f72e8d580801817515c';
[2019/06/07 21:15:18][INFO][loginUserRequest]  Received request to login a user.
[2019/06/07 21:15:18][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:15:18][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:15:18][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:15:18][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:15:18][INFO][process]  Building client...
[2019/06/07 21:15:18][INFO][process]  Building WebTarget...
[2019/06/07 21:15:18][INFO][process]  Starting invocation builder...
[2019/06/07 21:15:18][INFO][process]  Setting payload of the request
[2019/06/07 21:15:18][INFO][process]  Sending request...
[2019/06/07 21:15:18][INFO][process]  This is a POST request
[2019/06/07 21:15:18][INFO][process]  Sent!
[2019/06/07 21:15:18][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:15:18][INFO][report]  SESSIONID: null
[2019/06/07 21:15:18][INFO][report]  TRANSACTIONID: 6becf442e13e78c9c1dad9b0448f074e5f53ac32744f129ad7175b8c601db0e7fd60e86a3798500d9eb3607f18e4223740d9613635a1f0fccbe9f2e2acaffaf6
[2019/06/07 21:15:18][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '6becf442e13e78c9c1dad9b0448f074e5f53ac32744f129ad7175b8c601db0e7fd60e86a3798500d9eb3607f18e4223740d9613635a1f0fccbe9f2e2acaffaf6';
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:15:25][INFO][searchMovieRequest]  The query params are: {offset=[], year=[], director=[], limit=[], genre=[], title=[Love]}
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:15:25][INFO][searchMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:15:25][INFO][searchMovieRequest]  TransactionID: 632a7a74a137aacdd82e602955edae111190aaf8c69051390335b1bac1bf1d1c62eefa445a4bc84145fdb36eedd3792e5683e356dc42a71b4d0c0d81eb8b56f5
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:15:25][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:15:25][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:15:25][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:15:25][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:15:25][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:15:25][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:15:25][INFO][process]  Building client...
[2019/06/07 21:15:25][INFO][process]  Building WebTarget...
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: year, value: []
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: director, value: []
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: genre, value: []
[2019/06/07 21:15:25][INFO][process]  Adding query parameter: title, value: [Love]
[2019/06/07 21:15:25][INFO][process]  Starting invocation builder...
[2019/06/07 21:15:25][INFO][process]  Setting payload of the request
[2019/06/07 21:15:25][INFO][process]  Sending request...
[2019/06/07 21:15:25][INFO][process]  This is a GET request
[2019/06/07 21:15:26][INFO][process]  Sent!
[2019/06/07 21:15:26][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:15:26][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:15:26][INFO][report]  TRANSACTIONID: 632a7a74a137aacdd82e602955edae111190aaf8c69051390335b1bac1bf1d1c62eefa445a4bc84145fdb36eedd3792e5683e356dc42a71b4d0c0d81eb8b56f5
[2019/06/07 21:15:26][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '632a7a74a137aacdd82e602955edae111190aaf8c69051390335b1bac1bf1d1c62eefa445a4bc84145fdb36eedd3792e5683e356dc42a71b4d0c0d81eb8b56f5';
